"product","account","value","cumu_val","total_sum","cumu_perc_val","row_num","max_row_num","cumu_perc_n","flag_for_graphing"
"prod1","UNIV OF CALIFORNIA DAVIS MED CTR - 0000024631",1003101,91352836,435925530,0.20956064674624586,65,2624,0.024771341463414635,0
"prod1","BROOKE ARMY MEDICAL CENTER - 0000011497",998244,92351080,435925530,0.2118505883332871,66,2624,0.025152439024390245,0
"prod1","GLENBROOK HOSPITAL - 0000014867",985092,93336172,435925530,0.21411035962954497,67,2624,0.025533536585365852,0
"prod1","AULTMAN HOSPITAL - 0000010627",982806,94318978,435925530,0.2163648869108446,68,2624,0.025914634146341462,0
"prod1","RENOWN REGIONAL MEDICAL CENTER - 0000025573",976866,95295844,435925530,0.2186057880115441,69,2624,0.026295731707317072,0
"prod1","PIEDMONT AUGUSTA HOSPITAL - 0000024467",975728,96271572,435925530,0.2208440785746134,70,2624,0.026676829268292682,0
"prod1","UMASS MEMORIAL HEALTHCARE - 0000018275",975414,97246986,435925530,0.22308164883116618,71,2624,0.027057926829268292,0
"prod1","BAPTIST MEDICAL CENTER SOUTH - 0000010713",974369,98221355,435925530,0.22531682188928004,72,2624,0.027439024390243903,0
"prod1","ST BERNARDS MEDICAL CENTER - 0000022897",972100,99193455,435925530,0.2275467899299222,73,2624,0.027820121951219513,0
"prod1","LENOX HILL HOSPITAL - 0000017519",968011,100161466,435925530,0.22976737792806032,74,2624,0.028201219512195123,0
"prod1","VASSAR BROTHERS MEDICAL CENTER - 0000024971",959320,101120786,435925530,0.23196802903468397,75,2624,0.028582317073170733,0
"prod1","UNIVERSITY OF TEXAS MED BRANCH HOSP - 0000024591",956543,102077329,435925530,0.23416230978717856,76,2624,0.028963414634146343,0
"prod1","PRISMA HEALTH RICHLAND HOSPITAL - 0000018513",954530,103031859,435925530,0.23635197277846975,77,2624,0.02934451219512195,0
"prod1","MORRISTOWN MEDICAL CENTER - 0000019315",952111,103983970,435925530,0.23853608665681958,78,2624,0.02972560975609756,0
"prod1","STATEN ISLAND UNIV HOSPITAL SOUTH - 0000022781",949260,104933230,435925530,0.24071366042727527,79,2624,0.03010670731707317,0
"prod1","SENTARA NORFOLK GENERAL HOSPITAL - 0000029906",944927,105878157,435925530,0.2428812944265962,80,2624,0.03048780487804878,0
"prod1","MOSES H CONE MEMORIAL HOSPITAL - 0000012771",942164,106820321,435925530,0.24504259018736527,81,2624,0.03086890243902439,0
"prod1","SPRINGFIELD MEMORIAL HOSPITAL - 0000018595",930394,107750715,435925530,0.24717688592361176,82,2624,0.03125,0
"prod1","MISSOURI BAPTIST MEDICAL CENTER - 0000019181",923956,108674671,435925530,0.24929641308229872,83,2624,0.03163109756097561,1
"prod1","GEISINGER MEDICAL CENTER - 0000014729",923770,109598441,435925530,0.2514155135626032,84,2624,0.03201219512195122,0
"prod1","METHODIST STONE OAK HOSPITAL - 0000148700",915016,110513457,435925530,0.253514532631296,85,2624,0.03239329268292683,0
"prod1","BETH ISRAEL DEACONESS WEST CAMPUS - 0000019677",910794,111424251,435925530,0.25560386655950157,86,2624,0.03277439024390244,0
"prod1","BANNER UNIVERSITY MED CTR PHOENIX - 0000013277",908712,112332963,435925530,0.2576884244425877,87,2624,0.03315548780487805,0
"prod1","EMORY UNIVERSITY HOSPITAL MIDTOWN - 0000012935",893278,113226241,435925530,0.2597375771958114,88,2624,0.03353658536585366,0
"prod1","ST MICHAEL MEDICAL CENTER - 0000015493",888056,114114297,435925530,0.2617747508387499,89,2624,0.03391768292682927,0
"prod1","KAWEAH HEALTH MEDICAL CENTER - 0000016987",881598,114995895,435925530,0.2637971100247329,90,2624,0.03429878048780488,0
"prod1","RIVERSIDE METHODIST HOSPITALS - 0000021495",879195,115875090,435925530,0.2658139568012913,91,2624,0.03467987804878049,0
"prod1","NCH BAKER DOWNTOWN - 0000019531",878679,116753769,435925530,0.2678296198894339,92,2624,0.0350609756097561,0
"prod1","MASSACHUSETTS GENERAL HOSPITAL - 0000018091",877481,117631250,435925530,0.26984253480175846,93,2624,0.035442073170731704,0
"prod1","INTEGRIS BAPTIST MEDICAL CENTER - 0000010755",877378,118508628,435925530,0.27185521343519387,94,2624,0.035823170731707314,0
"prod1","WILLIS KNIGHTON MEDICAL CENTER - 0000017153",874543,119383171,435925530,0.2738613886642519,95,2624,0.036204268292682924,0
"prod1","MEMORIAL HOSPITAL - 0000018541",874378,120257549,435925530,0.27586718538829325,96,2624,0.036585365853658534,0
"prod1","MOUNT SINAI MORNINGSIDE - 0000023373",868015,121125564,435925530,0.2778583855825099,97,2624,0.036966463414634144,0
"prod1","ESSENTIA HLTH ST MARYS MEDICAL CTR - 0000023509",848839,121974403,435925530,0.27980559661188004,98,2624,0.037347560975609755,0
"prod1","PROVIDENCE SACRED HEART MEDICAL CTR - 0000021813",842130,122816533,435925530,0.2817374173978753,99,2624,0.037728658536585365,0
"prod1","JERSEY SHORE UNIVERSITY MEDICAL CTR - 0000016669",840805,123657338,435925530,0.28366619867388815,100,2624,0.038109756097560975,0
"prod1","UNIVERSITY OF TENNESSEE MEDICAL CTR - 0000024497",834797,124492135,435925530,0.28558119777935465,101,2624,0.038490853658536585,0
"prod1","MEMORIAL HERMANN MEMORIAL CITY - 0000018633",832472,125324607,435925530,0.28749086340504076,102,2624,0.038871951219512195,0
"prod1","METHODIST WILLOWBROOK HOSPITAL - 0000076186",831694,126156301,435925530,0.289398744322224,103,2624,0.039253048780487805,0
"prod1","PRESBYTERIAN HOSPITAL - 0000020973",828831,126985132,435925530,0.2913000576038756,104,2624,0.039634146341463415,0
"prod1","CAPE FEAR VALLEY MEDICAL CENTER - 0000011731",827030,127812162,435925530,0.29319723944592097,105,2624,0.040015243902439025,0
"prod1","KALEIDA HEALTH - 0000019115",826846,128639008,435925530,0.2950939991975235,106,2624,0.040396341463414635,0
"prod1","HACKENSACK UNIVERSITY MED CTR - 0000015289",817479,129456487,435925530,0.29696927133402806,107,2624,0.040777439024390245,0
"prod1","COMMUNITY HEART & VASCULAR HOSPITAL - 0000100736",810635,130267122,435925530,0.2988288435412351,108,2624,0.041158536585365856,0
"prod1","GULF COAST MEDICAL CENTER - 0000022545",806525,131073647,435925530,0.3006789875325724,109,2624,0.041539634146341466,1
"prod1","ATRIUM HEALTH NAVICENT - 0000018337",805319,131878966,435925530,0.30252636499633323,110,2624,0.041920731707317076,0
"prod1","MONUMENT HEALTH RAPID CITY HOSPITAL - 0000021243",799916,132678882,435925530,0.3043613481412754,111,2624,0.042301829268292686,0
"prod1","THE HEART HOSPITAL BAYLOR PLANO - 0000117824",798465,133477347,435925530,0.3061930027360407,112,2624,0.042682926829268296,0
"prod1","GARNET HEALTH MEDICAL CENTER - 0000016015",786848,134264195,435925530,0.3079980082836626,113,2624,0.0430640243902439,0
"prod1","ABBOTT NORTHWESTERN HOSPITAL - 0000010003",783596,135047791,435925530,0.3097955538415013,114,2624,0.04344512195121951,0
"prod1","SOUTH NASSAU COMMUNITIES HOSPITAL - 0000022487",779866,135827657,435925530,0.3115845428919935,115,2624,0.04382621951219512,0
"prod1","UNC REX HEALTHCARE - 0000021379",779797,136607454,435925530,0.3133733736585696,116,2624,0.04420731707317073,0
"prod1","CHRISTIANA HOSPITAL - 0000018311",777344,137384798,435925530,0.31515657731723123,117,2624,0.04458841463414634,0
"prod1","HENRY FORD JACKSON HOSPITAL - 0000014319",771059,138155857,435925530,0.31692536337571237,118,2624,0.04496951219512195,0
"prod1","KOOTENAI HEALTH - 0000017175",765229,138921086,435925530,0.31868077559027114,119,2624,0.04535060975609756,0
"prod1","BAYSTATE MEDICAL CENTER - 0000010867",764397,139685483,435925530,0.32043427922195794,120,2624,0.04573170731707317,0
"prod1","CHARLTON MEMORIAL HOSPITAL - 0000012043",759896,140445379,435925530,0.3221774576955839,121,2624,0.04611280487804878,0
"prod1","MISSION HOSPITAL - 0000603554",756658,141202037,435925530,0.323913208295004,122,2624,0.04649390243902439,0
"prod1","REGIONS HOSPITAL - 0000023623",756257,141958294,435925530,0.32564803901253503,123,2624,0.046875,0
"prod1","CONCORD HOSPITAL - 0000012759",749809,142708103,435925530,0.3273680782128085,124,2624,0.04725609756097561,0
"prod1","GRAND STRAND REGIONAL MEDICAL CTR - 0000015035",748179,143456282,435925530,0.32908437824231124,125,2624,0.04763719512195122,0
"prod1","NAVAL MEDICAL CENTER PORTSMOUTH - 0000019593",744395,144200677,435925530,0.33079199789009833,126,2624,0.04801829268292683,0
"prod1","PROVIDENCE ST VINCENT MEDICAL CTR - 0000021061",741020,144941697,435925530,0.33249187538981717,127,2624,0.04839939024390244,0
"prod1","ST MARYS HOSPITAL - 0000023511",734266,145675963,435925530,0.3341762594175202,128,2624,0.04878048780487805,0
"prod1","ADVENTIST HEALTH WHITE MEMORIAL - 0000025899",730984,146406947,435925530,0.33585311463634626,129,2624,0.04916158536585366,0
"prod1","TRISTAR CENTENNIAL - 0000011957",727123,147134070,435925530,0.3375211128377822,130,2624,0.04954268292682927,0
"prod1","KAISER LOS ANGELES MEDICAL CENTER - 0000029788",721359,147855429,435925530,0.3391758885973024,131,2624,0.04992378048780488,0
"prod1","ECU HEALTH MEDICAL CENTER - 0000020843",721298,148576727,435925530,0.34083052442466494,132,2624,0.05030487804878049,0
"prod1","PARKVIEW REGIONAL MEDICAL CENTER - 0000020511",715580,149292307,435925530,0.34247204333272246,133,2624,0.0506859756097561,0
"prod1","COREWELL HEALTH BEAUMONT TROY HOSP - 0000032475",715260,150007567,435925530,0.34411282817044464,134,2624,0.051067073170731704,0
"prod1","MULTICARE DEACONESS HOSPITAL - 0000541485",712627,150720194,435925530,0.34574757298568864,135,2624,0.051448170731707314,0
"prod1","THE CHRIST HOSPITAL - 0000149511",710502,151430696,435925530,0.3473774431151119,136,2624,0.051829268292682924,0
"prod1","NORTON HOSPITAL - 0000010215",708806,152139502,435925530,0.3490034226717577,137,2624,0.052210365853658534,0
"prod1","UNIVERSITY OF ROCHESTER MEDICAL CTR - 0000024425",707679,152847181,435925530,0.3506268169244412,138,2624,0.052591463414634144,1
"prod1","KECK HOSPITAL OF USC - 0000024841",707161,153554342,435925530,0.3522490229007693,139,2624,0.052972560975609755,0
"prod1","EL CAMINO HOSPITAL - 0000013819",705513,154259855,435925530,0.35386744841487033,140,2624,0.053353658536585365,0
"prod1","NORTHERN MICHIGAN SUPPLY ALLIANCE - 0000045004",701056,154960911,435925530,0.3554756497055816,141,2624,0.053734756097560975,0
"prod1","AURORA ST LUKES MEDICAL CENTER - 0000023401",698741,155659652,435925530,0.3570785404562105,142,2624,0.054115853658536585,0
"prod1","HILLCREST MEDICAL CENTER - 0000015849",694903,156354555,435925530,0.35867262695075464,143,2624,0.054496951219512195,0
"prod1","SAINT DAVIDS ROUND ROCK MEDICAL CTR - 0000021697",688987,157043542,435925530,0.3602531423199738,144,2624,0.054878048780487805,0
"prod1","QUEENS MEDICAL CENTER - 0000021159",684153,157727695,435925530,0.3618225686391894,145,2624,0.055259146341463415,0
"prod1","ENGLEWOOD HOSPITAL & MEDICAL CENTER - 0000013957",681072,158408767,435925530,0.3633849272374573,146,2624,0.055640243902439025,0
"prod1","M HEALTH FAIRVIEW ST JOHNS HOSPITAL - 0000028643",680030,159088797,435925530,0.3649448955191957,147,2624,0.056021341463414635,0
"prod1","SPARTANBURG MEDICAL CENTER - 0000022697",679734,159768531,435925530,0.3665041847858739,148,2624,0.056402439024390245,0
"prod1","ST TAMMANY PARISH HOSPITAL - 0000023671",678981,160447512,435925530,0.36806174669329417,149,2624,0.056783536585365856,0
"prod1","UAB HOSPITAL - 0000024487",678722,161126234,435925530,0.36961871446253675,150,2624,0.057164634146341466,0
"prod1","UHS WILSON MEDICAL CENTER - 0000025919",675231,161801465,435925530,0.37116767398321454,151,2624,0.057545731707317076,0
"prod1","HOUSTON METHODIST THE WOODLANDS - 0000495489",673777,162475242,435925530,0.372713298071806,152,2624,0.057926829268292686,0
"prod1","COX NORTH HOSPITAL - 0000012921",672717,163147959,435925530,0.37425649055241156,153,2624,0.058307926829268296,0
"prod1","THE VALLEY HOSPITAL - 0000848934",668284,163816243,435925530,0.37578951386490256,154,2624,0.0586890243902439,0
"prod1","MARY WASHINGTON HOSPITAL - 0000017995",668029,164484272,435925530,0.37732195221509507,155,2624,0.05907012195121951,0
"prod1","BARNES-JEWISH HOSPITAL - 0000010801",662636,165146908,435925530,0.37884201918616695,156,2624,0.05945121951219512,0
"prod1","VANDERBILT UNIVERSITY MEDICAL CENTE - 0000024953",656278,165803186,435925530,0.3803475010972631,157,2624,0.05983231707317073,0
"prod1","ADVOCATE CHRIST MEDICAL CENTER - 0000030312",654254,166457440,435925530,0.3818483400134881,158,2624,0.06021341463414634,0
"prod1","MULTICARE TACOMA GENERAL HOSPITAL - 0000019459",648979,167106419,435925530,0.3833370782390286,159,2624,0.06059451219512195,0
"prod1","MORTON PLANT HOSPITAL - 0000019327",646324,167752743,435925530,0.3848197259747554,160,2624,0.06097560975609756,0
"prod1","PROMEDICA TOLEDO HOSPITAL - 0000024155",646147,168398890,435925530,0.38630196767782793,161,2624,0.06135670731707317,0
"prod1","ORLANDO REGIONAL HEALTHCARE - 0000020245",644797,169043687,435925530,0.38778111252167313,162,2624,0.06173780487804878,0
"prod1","NYU LANGONE HOSPITAL LONG ISLAND - 0000019543",642336,169686023,435925530,0.3892546119058455,163,2624,0.06211890243902439,0
"prod1","PIEDMONT ATHENS REGIONAL MED CTR - 0000010569",641147,170327170,435925530,0.390725383759928,164,2624,0.0625,0
"prod1","ADVOCATE LUTHERAN GENERAL HOSPITAL - 0000017825",638673,170965843,435925530,0.39219048033273024,165,2624,0.06288109756097561,0
"prod1","INTERMOUNTAIN MEDICAL CENTER - 0000141687",636844,171602687,435925530,0.3936513812347719,166,2624,0.06326219512195122,0
"prod1","CATHOLIC HEALTH ST FRANCIS HOSPITAL - 0000023043",632445,172235132,435925530,0.39510219096367216,167,2624,0.06364329268292683,0
"prod1","MERCY HOSPITAL - 0000018717",629139,172864271,435925530,0.3965454168284202,168,2624,0.06402439024390244,0
"prod1","BAPTIST MEDICAL CENTER - 0000010761",628381,173492652,435925530,0.3979869038640614,169,2624,0.06440548780487805,0
"prod1","WYOMING MEDICAL CENTER - 0000026169",626552,174119204,435925530,0.39942419522894196,170,2624,0.06478658536585366,1
"prod1","MERCY HOSPITAL ST LOUIS - 0000023293",623036,174742240,435925530,0.4008534209960128,171,2624,0.06516768292682927,0
"prod1","GENESIS HOSPITAL - 0000014959",620350,175362590,435925530,0.40227648516020614,172,2624,0.06554878048780488,0
"prod1","GOOD SHEPHERD MEDICAL CENTER - 0000014979",616516,175979106,435925530,0.403690754244194,173,2624,0.06592987804878049,0
"prod1","TEXAS HLTH PRESBYTERIAN HOSP DALLAS - 0000020965",610563,176589669,435925530,0.4050913673259742,174,2624,0.0663109756097561,0
"prod1","NOVANT HLTH PRESBYTERIAN MED CTR - 0000020959",605588,177195257,435925530,0.4064805679080094,175,2624,0.06669207317073171,0
"prod1","THE UNIVERSITY OF VERMONT MED CTR - 0000014115",604230,177799487,435925530,0.4078666532790589,176,2624,0.06707317073170732,0
"prod1","HONORHEALTH DEER VALLEY MEDICAL CTR - 0000020751",603446,178402933,435925530,0.4092509401777868,177,2624,0.06745426829268293,0
"prod1","OVERLAKE MEDICAL CENTER & CLINICS - 0000020337",603213,179006146,435925530,0.4106346925815517,178,2624,0.06783536585365854,0
"prod1","MERCY GENERAL HOSPITAL - 0000018851",601330,179607476,435925530,0.412014125440187,179,2624,0.06821646341463415,0
"prod1","MOBILE INFIRMARY MEDICAL CENTER - 0000019207",600444,180207920,435925530,0.41339152584158123,180,2624,0.06859756097560976,0
"prod1","BANNER BAYWOOD MEDICAL CENTER - 0000024915",596823,180804743,435925530,0.4147606197783369,181,2624,0.06897865853658537,0
"prod1","FAIRVIEW SOUTHDALE HOSPITAL - 0000021517",594246,181398989,435925530,0.4161238021549231,182,2624,0.06935975609756098,0
"prod1","CLEVELAND CLINIC INDIAN RIVER HOSP - 0000016411",585546,181984535,435925530,0.41746702699426663,183,2624,0.06974085365853659,0
"prod1","METROPOLITAN METHODIST HOSPITAL - 0000016267",584156,182568691,435925530,0.41880706321559097,184,2624,0.0701219512195122,0
"prod1","SSM ST ANTHONY HOSPITAL - 0000022863",583629,183152320,435925530,0.42014589051483175,185,2624,0.0705030487804878,0
"prod1","UNIVERSITY OF IL MED CTR AT CHICAGO - 0000024551",582862,183735182,435925530,0.42148295833923743,186,2624,0.07088414634146341,0
"prod1","MUSC HLTH COLUMBIA MED CTR DOWNTOWN - 0000021019",580943,184316125,435925530,0.42281562403560075,187,2624,0.07126524390243902,0
"prod1","SANTA CLARA VALLEY MEDICAL CENTER - 0000021971",578839,184894964,435925530,0.4241434632195091,188,2624,0.07164634146341463,0
"prod1","THEDACARE REGIONAL MED CTR APPLETON - 0000010441",574341,185469305,435925530,0.42546098412726596,189,2624,0.07202743902439024,0
"prod1","MERCY HOSPITAL - 0000018805",574211,186043516,435925530,0.4267782068189491,190,2624,0.07240853658536585,0
"prod1","MAIMONIDES MEDICAL CENTER - 0000017919",571154,186614670,435925530,0.42808841684495974,191,2624,0.07278963414634146,0
"prod1","WAKE FOREST UNIV BAPTIST MED CENTER - 0000019839",569938,187184608,435925530,0.42939583740369597,192,2624,0.07317073170731707,0
"prod1","MEDSTAR UNION MEMORIAL HOSPITAL - 0000024443",567921,187752529,435925530,0.43069863102534967,193,2624,0.07355182926829268,0
"prod1","CHANDLER REGIONAL MEDICAL CENTER - 0000012113",566055,188318584,435925530,0.4319971440993603,194,2624,0.07393292682926829,0
"prod1","UPMC HAMOT - 0000015339",563717,188882301,435925530,0.43329029387198315,195,2624,0.0743140243902439,0
"prod1","YUMA REGIONAL MEDICAL CENTER - 0000026223",562580,189444881,435925530,0.43458083540094566,196,2624,0.07469512195121951,0
"prod1","NEW YORK PRES METHODIST HOSPITAL - 0000018885",561932,190006813,435925530,0.4358698904374791,197,2624,0.07507621951219512,0
"prod1","MEMORIAL HERMANN SOUTHEAST HOSPITAL - 0000032203",559539,190566352,435925530,0.43715345600428585,198,2624,0.07545731707317073,0
"prod1","SSM HEALTH SAINT LOUIS UNIV HOSP - 0000027067",558309,191124661,435925530,0.4384341999882411,199,2624,0.07583841463414634,0
"prod1","WILLIAM BEAUMONT ARMY MEDICAL CTR - 0000010939",557724,191682385,435925530,0.43971360199986453,200,2624,0.07621951219512195,0
"prod1","WELLSTAR KENNESTONE HOSPITAL - 0000017027",556663,192239048,435925530,0.44099057010953224,201,2624,0.07660060975609756,0
"prod1","OUR LADY OF LAKE REGIONAL MED CTR - 0000020301",555656,192794704,435925530,0.44226522819161335,202,2624,0.07698170731707317,0
"prod1","STRAUB CLINIC & HOSPITAL - 0000023663",553921,193348625,435925530,0.44353590623609496,203,2624,0.07736280487804878,0
